episode_id,state_id,task,round,observed_persistence_logit,predicted_persistence_logit,termination_advantage,estimated_continue_value,estimated_outside_value,cost_component,progress_component,choice_kernel
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:0,bandit,0,4.203889734292549,1.367647220698613,0.5,0.5,0.0,0.0,0.0,0.0
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:1,bandit,1,3.0075990353171704,1.5357002752100228,0.5,0.5,0.0,0.0,-2.0,1.0
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:2,bandit,2,3.7234445810050545,1.695350676995862,0.5,0.5,0.0,0.0,3.0,1.95
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:3,bandit,3,3.2234445810050545,2.332469296505109,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,2.8525
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:4,bandit,4,1.4287006782765204,2.4765537841168292,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,3.709875
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:5,bandit,5,3.0075990353171704,2.613434047347963,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,4.524381249999999
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:6,bandit,6,2.7254126516016477,2.9861956663238893,1.75,1.75,0.0,0.0,3.0,5.298162187499999
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:7,bandit,7,2.031150136248314,3.1097301038899876,1.75,1.75,0.0,0.0,-2.0,6.033254078124999
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:8,bandit,8,1.6787006782765204,3.2270878195777812,1.75,1.75,0.0,0.0,-2.0,6.731591374218749
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:9,bandit,9,0.826413277982752,3.3385776494811847,1.75,1.75,0.0,0.0,-2.0,7.395011805507812
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:10,bandit,10,0.2676750576056008,3.4444929878894186,1.75,1.75,0.0,0.0,-2.0,8.02526121523242
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:11,bandit,11,0.376928011042974,3.54511255937724,1.75,1.75,0.0,0.0,-2.0,8.623998154470799
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:0,bandit,0,4.203889734292549,1.367647220698613,0.5,0.5,0.0,0.0,0.0,0.0
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:1,bandit,1,4.42870067827652,2.021151013022723,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.0
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:2,bandit,2,3.6368710061149017,1.695350676995862,0.5,0.5,0.0,0.0,-2.0,1.95
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:3,bandit,3,4.71393946547494,2.138289001380029,1.0,1.0,0.0,0.0,3.0,2.8525
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:4,bandit,4,3.8288897342925488,2.4765537841168292,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,3.709875
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:5,bandit,5,3.686967589003199,2.7521342581515915,1.5714285714285716,1.5714285714285716,0.0,0.0,3.0,4.524381249999999
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:6,bandit,6,2.92974463538566,2.622107612964365,1.125,1.125,0.0,0.0,-2.0,5.298162187499999
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:7,bandit,7,1.951413277982752,2.5433709097751716,0.7777777777777777,0.7777777777777777,0.0,0.0,-2.0,6.033254078124999
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:8,bandit,8,3.92358735157374,2.790182155546352,1.0,1.0,0.0,0.0,3.0,6.731591374218749
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:9,bandit,9,3.6949361996449746,3.007588510063435,1.1818181818181817,1.1818181818181817,0.0,0.0,3.0,7.395011805507812
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:10,bandit,10,4.52975041827262,3.2017676189830695,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,8.02526121523242
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:11,bandit,11,4.27975041827262,3.377071919365152,1.4615384615384617,1.4615384615384617,0.0,0.0,3.0,8.623998154470799
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:12,bandit,12,3.3199361996449746,3.3286256779825076,1.2142857142857144,1.2142857142857144,0.0,0.0,-2.0,9.192798246747259
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:13,bandit,13,4.0380413716877825,3.488784946652081,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,9.733158334409895
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:14,bandit,14,4.15864569998304,3.6357349939830397,1.4375,1.4375,0.0,0.0,3.0,10.2465004176894
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:15,bandit,15,3.79858735157374,3.599897070098228,1.2352941176470589,1.2352941176470589,0.0,0.0,-2.0,10.73417539680493
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:16,bandit,16,3.0429990792290873,3.573049515358066,1.0555555555555554,1.0555555555555554,0.0,0.0,-2.0,11.197466626964683
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:17,bandit,17,4.643149927917811,3.7066309036721705,1.1578947368421053,1.1578947368421053,0.0,0.0,3.0,11.63759329561645
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:18,bandit,18,4.151300195186874,3.8305523847068077,1.25,1.25,0.0,0.0,3.0,12.055713630835626
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:19,bandit,19,4.251929081345374,3.8973054642193787,1.25,1.25,0.0,0.0,-2.0,12.452927949293844
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:20,bandit,20,4.328889734292549,3.870565752733963,1.0952380952380951,1.0952380952380951,0.0,0.0,-2.0,12.83028155182915
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:21,bandit,21,5.54858735157374,3.981246847286287,1.1818181818181817,1.1818181818181817,0.0,0.0,3.0,13.188767474237693
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:22,bandit,22,4.929882179158078,4.084529931708891,1.2608695652173911,1.2608695652173911,0.0,0.0,3.0,13.529329100525807
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:23,bandit,23,5.15475041827262,4.181113839814515,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,13.852862645499515
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:24,bandit,24,5.03364569998304,4.27160215928578,1.4,1.4,0.0,0.0,3.0,14.160219513224538
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:25,bandit,25,5.03364569998304,4.356520476578962,1.4615384615384617,1.4615384615384617,0.0,0.0,3.0,14.45220853756331
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:26,bandit,26,4.7880413716877825,4.4363298544735965,1.5185185185185186,1.5185185185185186,0.0,0.0,3.0,14.729598110685144
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:27,bandit,27,4.679882179158078,4.407412322238451,1.3928571428571428,1.3928571428571428,0.0,0.0,-2.0,14.993118205150886
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:28,bandit,28,5.28364569998304,4.481767080954566,1.4482758620689653,1.4482758620689653,0.0,0.0,3.0,15.243462294893341
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:29,bandit,29,5.0380413716877825,4.551866040572275,1.5,1.5,0.0,0.0,3.0,15.481289180148673
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:30,bandit,30,5.273245464372426,4.61802266055434,1.5483870967741935,1.5483870967741935,0.0,0.0,3.0,15.70722472114124
