episode_id,state_id,task,round,observed_persistence_logit,predicted_persistence_logit,termination_advantage,estimated_continue_value,estimated_outside_value,cost_component,progress_component,choice_kernel
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:0,bandit,0,4.203889734292549,4.5867915243252035,0.5,0.5,0.0,0.0,0.0,0.0
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:1,bandit,1,3.0075990353171704,3.5930565971974655,0.5,0.5,0.0,0.0,-2.0,1.0
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:2,bandit,2,3.7234445810050545,3.3446228654155306,0.5,0.5,0.0,0.0,3.0,1.25
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:3,bandit,3,3.2234445810050545,3.2825144324700473,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.3125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:4,bandit,4,1.4287006782765204,3.266987324233676,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,1.328125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:5,bandit,5,3.0075990353171704,3.2631055471745833,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.33203125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:6,bandit,6,2.7254126516016477,3.2621351029098102,1.75,1.75,0.0,0.0,3.0,1.3330078125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:7,bandit,7,2.031150136248314,3.261892491843617,1.75,1.75,0.0,0.0,-2.0,1.333251953125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:8,bandit,8,1.6787006782765204,3.2618318390770686,1.75,1.75,0.0,0.0,-2.0,1.33331298828125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:9,bandit,9,0.826413277982752,3.2618166758854317,1.75,1.75,0.0,0.0,-2.0,1.3333282470703125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:10,bandit,10,0.2676750576056008,3.2618128850875223,1.75,1.75,0.0,0.0,-2.0,1.3333320617675781
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:11,bandit,11,0.376928011042974,3.2618119373880448,1.75,1.75,0.0,0.0,-2.0,1.3333330154418945
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:0,bandit,0,4.203889734292549,4.5867915243252035,0.5,0.5,0.0,0.0,0.0,0.0
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:1,bandit,1,4.42870067827652,3.5930565971974655,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.0
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:2,bandit,2,3.6368710061149017,3.3446228654155306,0.5,0.5,0.0,0.0,-2.0,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:3,bandit,3,4.71393946547494,3.2825144324700473,1.0,1.0,0.0,0.0,3.0,1.3125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:4,bandit,4,3.8288897342925488,3.266987324233676,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.328125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:5,bandit,5,3.686967589003199,3.2631055471745833,1.5714285714285716,1.5714285714285716,0.0,0.0,3.0,1.33203125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:6,bandit,6,2.92974463538566,3.2621351029098102,1.125,1.125,0.0,0.0,-2.0,1.3330078125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:7,bandit,7,1.951413277982752,3.261892491843617,0.7777777777777777,0.7777777777777777,0.0,0.0,-2.0,1.333251953125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:8,bandit,8,3.92358735157374,3.2618318390770686,1.0,1.0,0.0,0.0,3.0,1.33331298828125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:9,bandit,9,3.6949361996449746,3.2618166758854317,1.1818181818181817,1.1818181818181817,0.0,0.0,3.0,1.3333282470703125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:10,bandit,10,4.52975041827262,3.2618128850875223,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.3333320617675781
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:11,bandit,11,4.27975041827262,3.2618119373880448,1.4615384615384617,1.4615384615384617,0.0,0.0,3.0,1.3333330154418945
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:12,bandit,12,3.3199361996449746,3.2618117004631757,1.2142857142857144,1.2142857142857144,0.0,0.0,-2.0,1.3333332538604736
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:13,bandit,13,4.0380413716877825,3.2618116412319584,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.3333333134651184
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:14,bandit,14,4.15864569998304,3.261811626424154,1.4375,1.4375,0.0,0.0,3.0,1.3333333283662796
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:15,bandit,15,3.79858735157374,3.261811622722203,1.2352941176470589,1.2352941176470589,0.0,0.0,-2.0,1.33333333209157
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:16,bandit,16,3.0429990792290873,3.2618116217967152,1.0555555555555554,1.0555555555555554,0.0,0.0,-2.0,1.3333333330228925
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:17,bandit,17,4.643149927917811,3.261811621565343,1.1578947368421053,1.1578947368421053,0.0,0.0,3.0,1.3333333332557231
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:18,bandit,18,4.151300195186874,3.2618116215075004,1.25,1.25,0.0,0.0,3.0,1.3333333333139308
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:19,bandit,19,4.251929081345374,3.2618116214930395,1.25,1.25,0.0,0.0,-2.0,1.3333333333284827
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:20,bandit,20,4.328889734292549,3.261811621489424,1.0952380952380951,1.0952380952380951,0.0,0.0,-2.0,1.3333333333321207
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:21,bandit,21,5.54858735157374,3.2618116214885204,1.1818181818181817,1.1818181818181817,0.0,0.0,3.0,1.3333333333330302
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:22,bandit,22,4.929882179158078,3.2618116214882944,1.2608695652173911,1.2608695652173911,0.0,0.0,3.0,1.3333333333332575
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:23,bandit,23,5.15475041827262,3.261811621488238,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.3333333333333144
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:24,bandit,24,5.03364569998304,3.261811621488224,1.4,1.4,0.0,0.0,3.0,1.3333333333333286
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:25,bandit,25,5.03364569998304,3.2618116214882202,1.4615384615384617,1.4615384615384617,0.0,0.0,3.0,1.3333333333333321
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:26,bandit,26,4.7880413716877825,3.2618116214882193,1.5185185185185186,1.5185185185185186,0.0,0.0,3.0,1.333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:27,bandit,27,4.679882179158078,3.2618116214882193,1.3928571428571428,1.3928571428571428,0.0,0.0,-2.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:28,bandit,28,5.28364569998304,3.2618116214882193,1.4482758620689653,1.4482758620689653,0.0,0.0,3.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:29,bandit,29,5.0380413716877825,3.2618116214882193,1.5,1.5,0.0,0.0,3.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:30,bandit,30,5.273245464372426,3.2618116214882193,1.5483870967741935,1.5483870967741935,0.0,0.0,3.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:31,bandit,31,5.148245464372426,3.2618116214882193,1.59375,1.59375,0.0,0.0,3.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:32,bandit,32,5.026300195186874,3.2618116214882193,1.6363636363636362,1.6363636363636362,0.0,0.0,3.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:33,bandit,33,4.901300195186874,3.2618116214882193,1.676470588235294,1.676470588235294,0.0,0.0,3.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:34,bandit,34,5.026300195186874,3.2618116214882193,1.7142857142857144,1.7142857142857144,0.0,0.0,3.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:35,bandit,35,5.02975041827262,3.2618116214882193,1.75,1.75,0.0,0.0,3.0,1.3333333333333333
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:36,bandit,36,5.023245464372426,3.2618116214882193,1.7837837837837838,1.7837837837837838,0.0,0.0,3.0,1.3333333333333333
