episode_id,state_id,task,round,observed_persistence_logit,predicted_persistence_logit,termination_advantage,estimated_continue_value,estimated_outside_value,cost_component,progress_component,commitment_input_state_0,commitment_input_state_1,commitment_input_state_2
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:0,bandit,0,4.203889734292549,3.008274327201867,0.5,0.5,0.0,0.0,0.0,1.25,0.0,0.0
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:1,bandit,1,3.0075990353171704,2.9747037160490324,0.5,0.5,0.0,0.0,-2.0,2.4375,0.0,-2.0
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:2,bandit,2,3.7234445810050545,3.176386493116982,0.5,0.5,0.0,0.0,3.0,3.565625,0.0,1.1
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:3,bandit,3,3.2234445810050545,3.3679851313315337,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,4.637343749999999,0.0,4.045
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:4,bandit,4,1.4287006782765204,3.3164289799722155,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,5.6554765625,0.0,1.8427499999999997
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:5,bandit,5,3.0075990353171704,3.501025493844006,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,6.622702734374999,0.0,4.7506125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:6,bandit,6,2.7254126516016477,3.6763921820222065,1.75,1.75,0.0,0.0,3.0,7.5415675976562495,0.0,7.513081875
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:7,bandit,7,2.031150136248314,3.6094156781283546,1.75,1.75,0.0,0.0,-2.0,8.414489217773436,0.0,5.1374277812499995
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:8,bandit,8,1.6787006782765204,3.5457879994291956,1.75,1.75,0.0,0.0,-2.0,9.243764756884765,0.0,2.8805563921874997
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:9,bandit,9,0.826413277982752,3.4853417046649944,1.75,1.75,0.0,0.0,-2.0,10.031576519040527,0.0,0.7365285725781248
