episode_id,state_id,task,round,observed_persistence_logit,predicted_persistence_logit,termination_advantage,estimated_continue_value,estimated_outside_value,cost_component,progress_component,commitment_input_state_0,commitment_input_state_1,commitment_input_state_2
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:0,bandit,0,4.203889734292549,2.912825855619838,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:1,bandit,1,3.0075990353171704,2.8485527059463944,0.5,0.5,0.0,0.0,-2.0,0.975,0.0,-2.0
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:2,bandit,2,3.7234445810050545,3.005898559405332,0.5,0.5,0.0,0.0,3.0,1.42625,0.0,1.1
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:3,bandit,3,3.2234445810050545,3.195884117710691,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,2.6882708333333336,0.0,4.045
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:4,bandit,4,1.4287006782765204,3.157965052452073,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,3.8871906250000006,0.0,1.8427499999999997
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:5,bandit,5,3.0075990353171704,3.3403472861050947,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,5.026164427083334,0.0,4.7506125
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:6,bandit,6,2.7254126516016477,3.53386390683515,1.75,1.75,0.0,0.0,3.0,6.524856205729167,0.0,7.513081875
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:7,bandit,7,2.031150136248314,3.499299350879993,1.75,1.75,0.0,0.0,-2.0,7.948613395442708,0.0,5.1374277812499995
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:8,bandit,8,1.6787006782765204,3.466463022722594,1.75,1.75,0.0,0.0,-2.0,9.301182725670571,0.0,2.8805563921874997
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:9,bandit,9,0.826413277982752,3.435268510973065,1.75,1.75,0.0,0.0,-2.0,10.586123589387043,0.0,0.7365285725781248
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:10,bandit,10,0.2676750576056008,3.4056337248110125,1.75,1.75,0.0,0.0,-2.0,11.80681740991769,0.0,-1.3002978560507814
seed-12026-pa-0.65-pb-0.20,seed-12026-pa-0.65-pb-0.20:11,bandit,11,0.376928011042974,3.3774806779570623,1.75,1.75,0.0,0.0,-2.0,12.966476539421805,0.0,-3.2352829632482423
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:0,bandit,0,4.203889734292549,2.912825855619838,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:1,bandit,1,4.42870067827652,3.1074650491144715,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,1.8083333333333336,0.0,3.0
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:2,bandit,2,3.6368710061149017,3.033459939766296,0.5,0.5,0.0,0.0,-2.0,2.2179166666666665,0.0,0.8499999999999996
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:3,bandit,3,4.71393946547494,3.20586463004586,1.0,1.0,0.0,0.0,3.0,3.107020833333333,0.0,3.8074999999999997
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:4,bandit,4,3.8288897342925488,3.3858518848191923,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,4.285003125,0.0,6.617125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:5,bandit,5,3.686967589003199,3.568413204716535,1.5714285714285716,1.5714285714285716,0.0,0.0,3.0,5.642181540178571,0.0,9.28626875
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:6,bandit,6,2.92974463538566,3.5017409357277827,1.125,1.125,0.0,0.0,-2.0,6.485072463169642,0.0,6.8219553125
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:7,bandit,7,1.951413277982752,3.421524364555398,0.7777777777777777,0.7777777777777777,0.0,0.0,-2.0,6.938596617788937,0.0,4.480857546875
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:8,bandit,8,3.92358735157374,3.5745258335955064,1.0,1.0,0.0,0.0,3.0,7.59166678689949,0.0,7.256814669531249
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:9,bandit,9,3.6949361996449746,3.728715119551471,1.1818181818181817,1.1818181818181817,0.0,0.0,3.0,8.393901629372696,0.0,9.893973936054687
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:10,bandit,10,4.52975041827262,3.8825598498495233,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,9.307539881237394,0.0,12.399275239251953
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:11,bandit,11,4.27975041827262,4.034944189404883,1.4615384615384617,1.4615384615384617,0.0,0.0,3.0,10.303701348713986,0.0,14.779311477289355
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:12,bandit,12,3.3199361996449746,3.949285406630217,1.2142857142857144,1.2142857142857144,0.0,0.0,-2.0,11.002801995563999,0.0,12.040345903424885
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:13,bandit,13,4.0380413716877825,4.092101622574332,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,11.785995229119132,0.0,14.43832860825364
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:14,bandit,14,4.15864569998304,4.232840402411162,1.4375,1.4375,0.0,0.0,3.0,12.634195467663176,0.0,16.716412177840958
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:15,bandit,15,3.79858735157374,4.138307993797595,1.2352941176470589,1.2352941176470589,0.0,0.0,-2.0,13.237779811927076,0.0,13.88059156894891
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:16,bandit,16,3.0429990792290873,4.039765402228175,1.0555555555555554,1.0555555555555554,0.0,0.0,-2.0,13.631446376886277,0.0,11.186561990501463
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:17,bandit,17,4.643149927917811,4.169529829440946,1.1578947368421053,1.1578947368421053,0.0,0.0,3.0,14.10776879488407,0.0,13.62723389097639
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:18,bandit,18,4.151300195186874,4.297283124492588,1.25,1.25,0.0,0.0,3.0,14.652380355139865,0.0,15.94587219642757
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:19,bandit,19,4.251929081345374,4.200243409142938,1.25,1.25,0.0,0.0,-2.0,15.169761337382871,0.0,13.148578586606192
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:20,bandit,20,4.328889734292549,4.100532951450031,1.0952380952380951,1.0952380952380951,0.0,0.0,-2.0,15.506511365751821,0.0,10.491149657275882
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:21,bandit,21,5.54858735157374,4.2284218815132695,1.1818181818181817,1.1818181818181817,0.0,0.0,3.0,15.913003979282411,0.0,12.966592174412087
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:22,bandit,22,4.929882179158078,4.353758926102852,1.2608695652173911,1.2608695652173911,0.0,0.0,3.0,16.37822334553568,0.0,15.318262565691482
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:23,bandit,23,5.15475041827262,4.476351466073335,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,16.892645511592228,0.0,17.552349437406907
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:24,bandit,24,5.03364569998304,4.5960549388468435,1.4,1.4,0.0,0.0,3.0,17.448013236012613,0.0,19.674731965536562
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:25,bandit,25,5.03364569998304,4.7127645239523375,1.4615384615384617,1.4615384615384617,0.0,0.0,3.0,18.03715103575044,0.0,21.690995367259735
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:26,bandit,26,4.7880413716877825,4.82640833903465,1.5185185185185186,1.5185185185185186,0.0,0.0,3.0,18.653812002481438,0.0,23.606445598896748
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:27,bandit,27,4.679882179158078,4.7098564196755035,1.3928571428571428,1.3928571428571428,0.0,0.0,-2.0,19.113978545214508,0.0,20.42612331895191
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:28,bandit,28,5.28364569998304,4.820231257038991,1.4482758620689653,1.4482758620689653,0.0,0.0,3.0,19.606555480022745,0.0,22.404817153004313
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:29,bandit,29,5.0380413716877825,4.92760157996654,1.5,1.5,0.0,0.0,3.0,20.126227706021606,0.0,24.284576295354096
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:30,bandit,30,5.273245464372426,5.031955405958515,1.5483870967741935,1.5483870967741935,0.0,0.0,3.0,20.668303417494716,0.0,26.070347480586392
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:31,bandit,31,5.148245464372426,5.133296558661017,1.59375,1.59375,0.0,0.0,3.0,21.22863824661998,0.0,27.76683010655707
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:32,bandit,32,5.026300195186874,5.231642034283362,1.6363636363636362,1.6363636363636362,0.0,0.0,3.0,21.803569970652617,0.0,29.378488601229215
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:33,bandit,33,4.901300195186874,5.32701977076456,1.676470588235294,1.676470588235294,0.0,0.0,3.0,22.38986206035528,0.0,30.90956417116775
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:34,bandit,34,5.026300195186874,5.41946675308224,1.7142857142857144,1.7142857142857144,0.0,0.0,3.0,22.984654671623233,0.0,32.364085962609366
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:35,bandit,35,5.02975041827262,5.509027400463438,1.75,1.75,0.0,0.0,3.0,23.58542193804207,0.0,33.7458816644789
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:36,bandit,36,5.023245464372426,5.595752191050685,1.7837837837837838,1.7837837837837838,0.0,0.0,3.0,24.189934624923747,0.0,35.058587581254955
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:37,bandit,37,4.898245464372426,5.6796964873902525,1.8157894736842104,1.8157894736842104,0.0,0.0,3.0,24.79622736736177,0.0,36.305658202192205
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:0,bandit,0,4.203889734292549,2.912825855619838,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:1,bandit,1,3.849076984180108,2.8485527059463944,0.5,0.5,0.0,0.0,-2.0,0.975,0.0,-2.0
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:2,bandit,2,1.2575990353171704,2.7874932137566226,0.5,0.5,0.0,0.0,-2.0,1.42625,0.0,-3.9
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:0,bandit,0,4.203889734292549,2.912825855619838,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:1,bandit,1,3.849076984180108,2.8485527059463944,0.5,0.5,0.0,0.0,-2.0,0.975,0.0,-2.0
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:2,bandit,2,4.350412651601648,3.005898559405332,0.5,0.5,0.0,0.0,3.0,1.42625,0.0,1.1
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:3,bandit,3,2.7731232641398407,2.9369717745426134,0.5,0.5,0.0,0.0,-2.0,1.8549375,0.0,-0.9550000000000001
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:4,bandit,4,3.376928011042974,3.08989667457174,0.5,0.5,0.0,0.0,3.0,2.2621906249999997,0.0,2.09275
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:5,bandit,5,3.1128222787715707,3.252535471393425,0.8571428571428572,0.8571428571428572,0.0,0.0,3.0,3.0062239508928568,0.0,4.9881125
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:6,bandit,6,3.429882179158078,3.4200624347195374,1.125,1.125,0.0,0.0,3.0,3.9809127533482136,0.0,7.738706874999999
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:7,bandit,7,3.017675057605601,3.343929788597565,0.7777777777777777,0.7777777777777777,0.0,0.0,-2.0,4.5596448934585805,0.0,5.351771531249999
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:8,bandit,8,1.8504126516016477,3.258101442275235,0.5,0.5,0.0,0.0,-2.0,4.8316626487856515,0.0,3.084182954687499
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:9,bandit,9,4.892675057605601,3.4354768564370985,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,5.9234128496797025,0.0,5.929973806953123
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:10,bandit,10,4.350206558916746,3.6039834998908695,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,6.960575540529051,0.0,8.633475116605467
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:11,bandit,11,3.975412651601648,3.5456594655232427,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,7.945880096835932,0.0,6.201801360775194
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:12,bandit,12,2.974076984180108,3.490251632873997,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,8.88191942532747,0.0,3.891711292736434
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:13,bandit,13,4.828889734292549,3.656019537505923,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,9.77115678739443,0.0,6.697125728099612
