episode_id,state_id,stop_payoff,continue_bonus,relative_incentive,common_incentive,history_hash,context_hash,persistence_logit,layer_00_projection,layer_01_projection,layer_02_projection,layer_03_projection,layer_04_projection,layer_05_projection,layer_06_projection,layer_07_projection,layer_08_projection,layer_09_projection,layer_10_projection,layer_11_projection,layer_12_projection,layer_13_projection,layer_14_projection,layer_15_projection,layer_16_projection,layer_17_projection,layer_18_projection,layer_19_projection,layer_20_projection,layer_21_projection,layer_22_projection,layer_23_projection,layer_24_projection,layer_25_projection,layer_26_projection,layer_27_projection,layer_28_projection,layer_29_projection,layer_30_projection,layer_31_projection
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,-10,-10,0,-20,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,36cdd261a33a4deabab5377f91a9f800f2dcbf2df36d5c10b78c0d84972c6013,0.2811501362483142,-2.766951560974121,6.763191223144531,8.67971420288086,8.147745132446289,9.331199645996094,5.821586608886719,5.154603958129883,1.3610577583312988,1.1269831657409668,4.232955455780029,2.9333014488220215,1.9592840671539307,5.45088005065918,3.7203011512756348,2.5018930435180664,2.6257216930389404,1.485238790512085,3.6399927139282227,0.8217244148254395,1.2645905017852783,1.1827642917633057,1.2344744205474854,1.48927640914917,0.4646332263946533,0.9546599388122559,0.5124585628509521,0.6113765239715576,0.543978214263916,0.01828145980834961,0.10104227066040039,0.24059104919433594,0.19757652282714844
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,-10,0,10,-10,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,3bcecbba5bc19060c062401ea6b471eec70707e849df1e7225642a9a03404f13,2.201413277982752,-2.394467830657959,7.3602495193481445,9.55348014831543,9.1702880859375,10.105411529541016,5.788219928741455,5.536643028259277,1.8146212100982666,1.1916725635528564,3.966366767883301,2.451235294342041,1.660621166229248,5.506929397583008,4.316366672515869,2.840696334838867,2.4743993282318115,1.468611717224121,4.036769866943359,1.7478625774383545,2.780911445617676,2.9305405616760254,2.907724142074585,3.11855149269104,2.4391751289367676,2.8204703330993652,2.376372814178467,2.523477554321289,2.0606820583343506,1.980482578277588,2.0780727863311768,2.217799425125122,2.2168679237365723
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,-10,10,20,0,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,bdf1f8145f4eabb7a76a9f2f74ee603ca3ed78c215cf89495bc74e46d045e036,2.7378222787715707,-2.042226791381836,7.4974212646484375,9.071064949035645,7.881644248962402,9.18549919128418,5.446354389190674,5.460314750671387,1.709458827972412,1.2917580604553223,4.620207786560059,3.1887216567993164,2.2027769088745117,5.800507545471191,4.318227767944336,2.9573826789855957,3.1018710136413574,1.9848449230194092,4.2533159255981445,1.626279592514038,3.4470021724700928,3.7154784202575684,3.439894676208496,3.610410213470459,2.898665428161621,3.1353249549865723,2.788142442703247,3.1240789890289307,2.7528817653656006,2.412973403930664,2.485553503036499,2.580582857131958,2.6837449073791504
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,0,-10,-10,-10,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,37f10e450f318a2466dced3511d98023e34327fec3eba35405d3b77065aaf24e,-0.5938498637516858,-1.9470868110656738,7.34865665435791,9.574128150939941,8.660030364990234,9.973929405212402,6.230017185211182,5.477795600891113,1.5872447490692139,1.1054108142852783,4.130795001983643,2.1797337532043457,1.6726484298706055,5.519915580749512,3.5868287086486816,2.6369032859802246,2.352968215942383,1.3417127132415771,3.3286752700805664,0.5936787128448486,0.9169330596923828,0.7701153755187988,0.8668549060821533,0.9904911518096924,-0.24592351913452148,0.11066293716430664,-0.24484968185424805,-0.14536476135253906,-0.17471790313720703,-0.8682656288146973,-0.8373680114746094,-0.7728500366210938,-0.8299331665039062
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,0,0,0,0,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,938ee880f498233cb9b6d59dc9cf8f89443224049fabcd441b50532965f4b3b3,2.2852241504380864,-1.42097806930542,8.089546203613281,9.76978874206543,8.76942253112793,10.005240440368652,6.427443027496338,6.220584869384766,1.9664158821105957,1.1488010883331299,3.508601427078247,2.156467914581299,1.8604679107666016,5.664750099182129,4.074211597442627,3.0217132568359375,2.984436273574829,1.874260663986206,3.7866077423095703,2.22054386138916,2.3585476875305176,2.4213972091674805,2.4878904819488525,2.535173177719116,2.147595167160034,2.7480692863464355,2.1331498622894287,2.2414770126342773,2.2234625816345215,2.0472614765167236,2.1660404205322266,2.194936513900757,2.3066201210021973
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,0,10,10,10,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,f82d405ffd8c1aa493b81bc97aa72402842656056b6a26a4f8ded3ba7d6213b4,3.811967589003199,-1.332446575164795,7.951430320739746,9.89259147644043,8.518173217773438,9.068862915039062,5.923896312713623,5.544254779815674,1.7652227878570557,1.3504159450531006,4.493088245391846,2.898322582244873,2.198702335357666,5.72961950302124,4.247427940368652,3.046933650970459,3.260406970977783,2.8680548667907715,4.816991806030273,2.5537314414978027,4.75225830078125,4.946461200714111,4.472665786743164,4.5894365310668945,4.277438163757324,4.385554790496826,3.9120378494262695,4.227435111999512,4.075612545013428,3.6653175354003906,3.6888790130615234,3.671006679534912,3.7540154457092285
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,10,-10,-20,0,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,c416c4947ccd163bd9fe8cb971d0c0128e92c1e7ee482278d29999c33fbee802,-1.923586722017248,-1.4558796882629395,7.299456596374512,8.607954978942871,7.620927810668945,8.828849792480469,5.480236053466797,5.408204555511475,1.6656062602996826,1.2135992050170898,4.41641902923584,2.819411277770996,2.0900421142578125,5.646790504455566,3.5272319316864014,2.6043357849121094,1.7216577529907227,0.951918363571167,3.4715631008148193,1.0675547122955322,2.02776837348938,1.7383513450622559,1.7250587940216064,1.9075136184692383,0.07999038696289062,0.15226364135742188,-0.29518747329711914,-0.2631044387817383,-0.45156097412109375,-1.2604293823242188,-1.3559660911560059,-1.174520492553711,-1.5111379623413086
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,10,0,-10,10,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,e2708c3df9b4d5eb256dd06cf77de6cb262f06ea93378496f582272085b6dbce,-1.8573249423943992,-1.3980746269226074,8.087827682495117,10.046004295349121,8.782136917114258,9.96939468383789,6.0230231285095215,5.933891773223877,1.854738473892212,1.296278476715088,4.1231842041015625,2.897141218185425,2.123664617538452,5.829113960266113,4.2781147956848145,2.778920888900757,2.1523613929748535,0.960752010345459,3.4205322265625,1.0495052337646484,2.649533271789551,2.0731685161590576,2.0040411949157715,2.067450761795044,0.17993879318237305,0.26007986068725586,-0.1708369255065918,-0.1325392723083496,-0.35323143005371094,-1.1561760902404785,-1.2077369689941406,-1.0132551193237305,-1.3696398735046387
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,10,10,0,20,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,2cd0022e84c2532ec600a10d1689d9e80609a3700079a0b15b2e569e647a3209,0.9878222787715707,-0.9503889083862305,8.05836009979248,9.077230453491211,7.890214920043945,9.071269989013672,5.684821128845215,5.725580215454102,2.0578463077545166,1.3443999290466309,4.565044403076172,3.414463996887207,2.609372615814209,5.774918556213379,4.169015407562256,3.098381519317627,2.7768149375915527,2.606992721557617,3.866173505783081,1.7001466751098633,2.26025652885437,2.2751548290252686,2.257556676864624,2.3073270320892334,1.6878020763397217,1.9622104167938232,1.4897849559783936,1.4626953601837158,1.250091314315796,0.5775332450866699,0.5738222599029541,0.7377007007598877,0.7345514297485352
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,20,-10,-30,10,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,647695ed616bc0498d551649521049ad09c6d086bbcb130492d8a02ef6da60cc,-2.173586722017248,-1.7121119499206543,7.3291497230529785,9.122475624084473,8.21435832977295,9.263275146484375,5.518989562988281,4.981058120727539,1.6553740501403809,1.1565451622009277,4.352776527404785,3.0609946250915527,2.132009506225586,5.495821952819824,3.4493191242218018,2.489866256713867,1.588658094406128,0.6839020252227783,3.571315288543701,1.109713077545166,2.276618003845215,2.0032589435577393,2.074522018432617,2.2603728771209717,0.4453744888305664,0.4249587059020996,0.010525703430175781,0.0714111328125,-0.1653447151184082,-1.2281684875488281,-1.3314557075500488,-1.1629648208618164,-1.555312156677246
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,20,0,-20,20,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,2252b038bed1c19fb2a85fd23aa9cdcacce6cc888a2906818ae28c888aa12ac7,-1.6371777212284293,-1.3183903694152832,8.139311790466309,10.281925201416016,8.674210548400879,10.1968994140625,6.145618438720703,5.774431228637695,1.929305076599121,1.4299960136413574,4.40492582321167,2.8271312713623047,1.9952661991119385,5.52733850479126,4.3086700439453125,2.7631590366363525,2.020878314971924,0.8488943576812744,3.34218692779541,1.160728931427002,2.5968894958496094,2.18703031539917,2.18961501121521,2.2745115756988525,0.33277201652526855,0.38205695152282715,-0.08854961395263672,-0.011959552764892578,-0.13724803924560547,-1.026362419128418,-1.0981426239013672,-0.9063715934753418,-1.2767438888549805
seed-52026-pa-0.65-pb-0.50,seed-52026-pa-0.65-pb-0.50:6,20,10,-10,30,6fc6ef48ff23bf0942bf11e74148e393eca08482211f0d939b10c8906a0b7c04,472fec211e1d2f3fa85565165c738bfec3413f30ab01e91241b045d86efa66ab,-1.923586722017248,-1.2620506286621094,8.008918762207031,9.723008155822754,8.551614761352539,9.273778915405273,5.641445159912109,5.6401143074035645,2.1429390907287598,1.6139073371887207,4.483517169952393,3.394010066986084,2.4470717906951904,5.49863338470459,4.0571699142456055,2.8387722969055176,2.276135206222534,0.925757646560669,3.6327483654022217,1.222041130065918,2.378899335861206,2.022054433822632,1.9386489391326904,2.1097412109375,0.6360983848571777,0.601757287979126,0.15485525131225586,0.13448429107666016,-0.18383216857910156,-1.1486754417419434,-1.2766637802124023,-1.0121636390686035,-1.4696683883666992
seed-52027-pa-0.65-pb-0.35,seed-52027-pa-0.65-pb-0.35:1,-10,-10,0,-20,b22c2bcc0ec37fe4e3ee1331509ca97ce0b02259ea87cca35eb820848c0e6d6f,381b40fdfb41795f9b0ef145fea581d23fb8619d6f8c52bd619c945af9b525b7,0.12692908134537362,0.989269495010376,9.88707160949707,9.558954238891602,7.898495674133301,13.54149341583252,6.537793159484863,6.556713581085205,6.405682563781738,3.9877171516418457,8.342935562133789,6.619104385375977,5.358040809631348,5.983994483947754,4.131554126739502,3.5800259113311768,3.580050230026245,1.3913426399230957,3.006168842315674,0.2718386650085449,0.44744324684143066,0.5849051475524902,0.8490209579467773,1.083897590637207,0.5013856887817383,0.795853853225708,0.6518223285675049,0.8122215270996094,0.7837033271789551,0.02891826629638672,-0.0003414154052734375,0.10353994369506836,-0.008137226104736328
seed-52027-pa-0.65-pb-0.35,seed-52027-pa-0.65-pb-0.35:1,-10,0,10,-10,b22c2bcc0ec37fe4e3ee1331509ca97ce0b02259ea87cca35eb820848c0e6d6f,8093cb322cd4a4aa44c4481acb5742a958545fbd5b2eb0d38f47f51abee9f801,2.876928011042974,1.5542759895324707,11.1360445022583,10.516815185546875,9.17159652709961,13.894986152648926,6.8484392166137695,7.109648704528809,7.070940017700195,3.9801554679870605,8.36347770690918,6.5905914306640625,5.274998664855957,6.265235424041748,4.7002973556518555,3.7085859775543213,3.596668004989624,1.7318081855773926,4.62643575668335,1.813720703125,3.2990989685058594,3.805400848388672,3.7672441005706787,3.9748940467834473,3.475809335708618,3.5352373123168945,3.4904870986938477,3.7747414112091064,3.4467525482177734,2.923564910888672,2.924739360809326,2.9765207767486572,2.896548271179199
seed-52027-pa-0.65-pb-0.35,seed-52027-pa-0.65-pb-0.35:1,-10,10,20,0,b22c2bcc0ec37fe4e3ee1331509ca97ce0b02259ea87cca35eb820848c0e6d6f,8d599009bfea3f310c67f6c865cb55570a174e357553ff9200f309527d02246c,3.1128222787715707,1.5848891735076904,11.016252517700195,10.06951904296875,8.384038925170898,13.5374116897583,6.4352264404296875,6.583636283874512,6.4972028732299805,4.262637615203857,8.527212142944336,6.821178436279297,5.595096111297607,6.293166160583496,4.992805480957031,3.940290927886963,4.1246490478515625,2.8529934883117676,4.52294397354126,1.4664454460144043,3.4820799827575684,4.176830291748047,3.7595648765563965,4.15236759185791,3.7965779304504395,4.086846351623535,3.9574992656707764,4.221342086791992,4.089004039764404,3.185840129852295,3.1464622020721436,3.0763185024261475,3.063927173614502
seed-52027-pa-0.65-pb-0.35,seed-52027-pa-0.65-pb-0.35:1,0,-10,-10,-10,b22c2bcc0ec37fe4e3ee1331509ca97ce0b02259ea87cca35eb820848c0e6d6f,393e2554bfe12cf36a05fac1464b9bd3c69a6dd977f269ce52b1d581e33fb3f5,-0.5265554189949455,1.7546796798706055,10.266327857971191,9.896368980407715,8.556306838989258,13.990707397460938,6.872490406036377,6.788625717163086,6.49747896194458,3.8221700191497803,8.05716323852539,6.357038497924805,5.248526096343994,6.015167236328125,4.382022857666016,3.860499620437622,3.589263677597046,1.2918837070465088,3.0736842155456543,0.2489795684814453,0.7142009735107422,0.5461390018463135,0.7101039886474609,0.8148202896118164,0.12636852264404297,0.28829479217529297,0.19253873825073242,0.4103550910949707,0.6239089965820312,-0.33876752853393555,-0.4150657653808594,-0.3897676467895508,-0.5337505340576172
